,customer_id,season,season_first,sum_customer_transaction,gender,region,crop,literacy,has_phone,community_received_premium
3241,201782,2018 major,2018 major,10.0,undefined,GH-NP,Rice,native_rw,no_phone,premium_paid
3242,3081,2016 major,2016 major,5.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3243,196312,2018 major,2018 major,60.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3244,711,2016 major,2016 major,18.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3245,90372,2018 major,2018 major,3.0,F,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3246,2736,2017 major,2016 major,5.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3247,177565,2018 major,2018 major,20.0,undefined,GH-NP,Groundnut,native_rw,no_phone,premium_paid
3248,200193,2018 major,2018 major,18.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3249,181896,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3250,93960,2018 major,2018 major,6.0,M,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
3251,1136,2017 major,2016 major,18.0,M,GH-UW,Maize,none,yes_phone,not_premium_paid
3252,195991,2018 major,2018 major,10.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3253,192537,2018 major,2018 major,20.0,undefined,GH-NP,Groundnut,native_rw,no_phone,premium_paid
3254,193077,2018 major,2018 major,5.0,undefined,GH-BA,Maize,native_rw,yes_phone,premium_paid
3255,193085,2019 major,2018 major,3.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3256,2724,2016 major,2016 major,20.0,F,GH-UE,Maize,none,no_phone,not_premium_paid
3257,144172,2018 major,2018 major,20.0,M,GH-NP,Maize,none,no_phone,premium_paid
3258,187633,2018 major,2018 major,10.0,undefined,GH-NP,Rice,native_rw,no_phone,premium_paid
3259,192349,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3260,158289,2018 major,2018 major,20.0,M,GH-NP,Maize,none,no_phone,premium_paid
3261,196588,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3262,11595,2017 major,2017 major,1.0,F,GH-NP,Groundnut,none,no_phone,premium_paid
3263,124519,2018 major,2018 major,5.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
3264,196483,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3265,29331,2017 major,2017 major,4.0,F,GH-NP,Maize,none,no_phone,premium_paid
3266,160061,2018 major,2018 major,2.0,F,GH-NP,Maize,none,no_phone,premium_paid
3267,195354,2019 major,2018 major,17.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3268,17575,2017 major,2017 major,2.0,F,GH-NP,Maize,none,no_phone,premium_paid
3269,394,2017 major,2016 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3270,20288,2017 major,2017 major,2.0,M,GH-NP,Maize,none,yes_phone,not_premium_paid
3271,105048,2018 major,2018 major,2.0,F,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3272,1479,2016 major,2016 major,20.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
3273,182342,2018 major,2018 major,1.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3274,195184,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3275,9028,2018 major,2018 major,5.0,M,GH-NP,Maize,none,no_phone,premium_paid
3276,183893,2018 major,2018 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,premium_paid
3277,196681,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3278,173107,2017 major,2017 major,1.0,F,GH-NP,Maize,none,no_phone,premium_paid
3279,202656,2018 minor,2018 minor,20.0,undefined,GH-BA,Maize,native_rw,no_phone,premium_paid
3280,193076,2018 major,2018 major,60.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3281,186627,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3282,185560,2018 major,2018 major,10.0,undefined,GH-BA,Maize,native_rw,no_phone,not_premium_paid
3283,188798,2018 major,2018 major,28.0,undefined,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
3284,180791,2018 major,2018 major,18.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3285,20406,2017 major,2017 major,20.0,M,GH-NP,Maize,none,yes_phone,not_premium_paid
3286,191109,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3287,190610,2018 major,2018 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
3288,2180,2016 major,2016 major,10.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
3289,194713,2018 major,2018 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
3290,184423,2018 major,2018 major,20.0,M,GH-BA,Maize,native_rw,yes_phone,not_premium_paid
3291,194396,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3292,194553,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3293,185103,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3294,196778,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,yes_phone,premium_paid
3295,2734,2017 major,2016 major,5.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3296,195442,2018 major,2018 major,5.0,undefined,GH-UE,Rice,native_rw,no_phone,not_premium_paid
3297,1769,2016 major,2016 major,3.0,F,GH-UE,Groundnut,none,no_phone,not_premium_paid
3298,203029,2018 minor,2018 minor,20.0,undefined,GH-AH,Maize,native_rw,yes_phone,premium_paid
3299,2086,2016 major,2016 major,14.0,M,GH-UE,Maize,none,no_phone,not_premium_paid
3300,171836,2018 major,2018 major,20.0,M,GH-NP,Maize,none,no_phone,premium_paid
3301,191253,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3302,158346,2018 major,2018 major,20.0,M,GH-NP,Maize,none,no_phone,premium_paid
3303,187706,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
3304,62464,2018 major,2018 major,20.0,F,GH-UW,Maize,none,no_phone,not_premium_paid
3305,186220,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
3306,11574,2017 major,2017 major,2.0,M,GH-NP,Maize,none,no_phone,premium_paid
3307,191519,2018 major,2018 major,6.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3308,204210,2019 major,2018 minor,20.0,M,GH-BA,Maize,native_rw,no_phone,premium_paid
3309,176620,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3310,6156,2017 major,2017 major,1.0,M,GH-NP,Maize,native_r,no_phone,not_premium_paid
3311,193387,2018 major,2018 major,7.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3312,45571,2018 major,2017 major,10.0,M,GH-NP,Sorghum,none,yes_phone,not_premium_paid
3313,172630,2018 major,2017 major,8.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
3314,1911,2016 major,2016 major,18.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
3315,182337,2018 major,2018 major,1.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3316,182449,2018 major,2018 major,20.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3317,206540,2019 major,2019 major,10.0,M,GH-NP,Maize,native_rw,yes_phone,premium_paid
3318,153188,2018 major,2018 major,5.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3319,124582,2018 major,2018 major,11.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3320,24705,2017 major,2017 major,80.0,M,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3321,7629,2017 major,2017 major,1.0,F,GH-NP,Groundnut,none,no_phone,not_premium_paid
3322,181907,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3323,141000,2018 major,2018 major,3.0,F,GH-NP,Maize,none,no_phone,premium_paid
3324,174581,2018 major,2018 major,10.0,F,GH-UE,Maize,none,no_phone,not_premium_paid
3325,203211,2018 minor,2018 minor,40.0,undefined,GH-AH,Maize,native_rw,no_phone,premium_paid
3326,193976,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3327,7049,2017 major,2017 major,10.0,M,GH-UE,Groundnut,native_rw,yes_phone,not_premium_paid
3328,191353,2018 major,2018 major,2.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3329,10315,2018 major,2017 major,2.0,M,GH-NP,Groundnut,none,no_phone,premium_paid
3330,202053,2018 minor,2018 minor,20.0,F,GH-AH,Maize,native_rw,no_phone,premium_paid
3331,186798,2018 major,2018 major,5.0,undefined,GH-BA,Maize,native_rw,no_phone,premium_paid
3332,205802,2019 major,2019 major,20.0,M,GH-BA,Maize,native_rw,yes_phone,not_premium_paid
3333,27828,2017 major,2017 major,2.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
3334,194514,2019 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3335,5855,2018 major,2017 major,30.0,F,GH-NP,Maize,none,no_phone,premium_paid
3336,193358,2018 major,2018 major,10.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3337,2110,2016 major,2016 major,5.0,undefined,GH-UE,Maize,native_rw,no_phone,premium_paid
3338,195331,2018 major,2018 major,20.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
3339,5281,2017 major,2017 major,1.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
3340,196037,2018 major,2018 major,5.0,undefined,GH-UE,Rice,native_rw,no_phone,not_premium_paid
3341,77330,2018 major,2018 major,2.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
3342,2564,2016 major,2016 major,5.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3343,170603,2018 major,2018 major,6.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3344,172280,2018 major,2018 major,4.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3345,191945,2019 major,2018 major,8.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3346,188677,2018 major,2018 major,3.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3347,679,2016 major,2016 major,18.0,undefined,GH-UW,Maize,native_rw,no_phone,premium_paid
3348,153530,2018 major,2018 major,1.0,M,GH-NP,Maize,none,yes_phone,not_premium_paid
3349,176415,2018 major,2018 major,20.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3350,181286,2018 major,2018 major,1.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3351,133469,2018 major,2018 major,6.0,F,GH-NP,Groundnut,none,no_phone,premium_paid
3352,192781,2019 major,2018 major,30.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3353,198292,2018 major,2018 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
3354,183264,2019 major,2018 major,16.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3355,186299,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
3356,187227,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3357,203605,2018 minor,2018 minor,20.0,M,GH-AH,Maize,native_rw,yes_phone,not_premium_paid
3358,187200,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,yes_phone,premium_paid
3359,183847,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3360,170329,2018 major,2018 major,2.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3361,117455,2018 major,2018 major,5.0,M,GH-NP,Groundnut,none,no_phone,not_premium_paid
3362,13345,2018 major,2017 major,1.0,M,GH-NP,Groundnut,none,no_phone,not_premium_paid
3363,185106,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3364,121,2016 major,2016 major,36.0,undefined,GH-NP,Rice,native_rw,no_phone,premium_paid
3365,181167,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3366,47360,2018 major,2018 major,5.0,F,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3367,187578,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3368,203612,2019 major,2018 minor,40.0,M,GH-AH,Maize,native_rw,no_phone,premium_paid
3369,192769,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3370,192575,2018 minor,2018 minor,20.0,undefined,GH-BA,Maize,native_rw,no_phone,not_premium_paid
3371,205208,2018 minor,2018 minor,20.0,M,GH-AH,Maize,native_rw,yes_phone,premium_paid
3372,182243,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3373,10350,2017 major,2017 major,2.0,F,GH-NP,Groundnut,none,no_phone,premium_paid
3374,203434,2018 minor,2018 minor,20.0,M,GH-AH,Maize,native_rw,yes_phone,premium_paid
3375,103419,2018 major,2018 major,5.0,M,GH-NP,Maize,native_rw,yes_phone,premium_paid
3376,2518,2016 major,2016 major,10.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3377,9033,2017 major,2017 major,1.0,F,GH-NP,Maize,none,no_phone,premium_paid
3378,279,2018 major,2016 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3379,762,2016 major,2016 major,18.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3380,994,2016 major,2016 major,18.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3381,187584,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3382,190642,2018 major,2018 major,2.0,undefined,GH-UW,Sorghum,native_rw,no_phone,not_premium_paid
3383,200038,2018 major,2018 major,10.0,undefined,GH-NP,Rice,native_rw,no_phone,premium_paid
3384,158339,2018 major,2018 major,20.0,M,GH-NP,Maize,none,no_phone,premium_paid
3385,7632,2017 major,2017 major,5.0,M,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
3386,202883,2018 minor,2018 minor,20.0,undefined,GH-BA,Maize,native_rw,yes_phone,premium_paid
3387,3153,2018 major,2018 major,20.0,M,GH-NP,Maize,none,yes_phone,not_premium_paid
3388,11812,2018 major,2017 major,1.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3389,203630,2018 minor,2018 minor,20.0,undefined,GH-AH,Maize,native_rw,yes_phone,premium_paid
3390,194451,2018 major,2018 major,15.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3391,22929,2018 major,2018 major,1.0,F,GH-NP,Groundnut,none,no_phone,not_premium_paid
3392,6541,2018 major,2017 major,2.0,M,GH-NP,Maize,none,yes_phone,not_premium_paid
3393,194583,2018 major,2018 major,5.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3394,78476,2018 major,2018 major,2.0,F,GH-NP,Groundnut,none,no_phone,not_premium_paid
3395,3764,2018 major,2018 major,2.0,M,GH-NP,Maize,native_r,yes_phone,premium_paid
3396,187136,2018 major,2018 major,40.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3397,130502,2018 major,2018 major,1.0,M,GH-NP,Rice,native_r,yes_phone,premium_paid
3398,98,2019 major,2016 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3399,1299,2016 major,2016 major,5.0,undefined,GH-UW,Maize,native_rw,no_phone,premium_paid
3400,200078,2018 major,2018 major,20.0,undefined,GH-NP,Rice,native_rw,no_phone,not_premium_paid
3401,185037,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3402,184139,2018 major,2018 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,premium_paid
3403,177617,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3404,1360,2016 major,2016 major,2.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
3405,126825,2018 major,2018 major,20.0,F,GH-NP,Groundnut,native_rw,no_phone,premium_paid
3406,187583,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3407,3448,2019 major,2018 major,20.0,M,GH-NP,Rice,none,yes_phone,not_premium_paid
3408,187587,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3409,2717,2016 major,2016 major,20.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3410,12392,2017 major,2017 major,1.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
3411,193549,2018 major,2018 major,20.0,undefined,GH-NP,Rice,native_rw,no_phone,not_premium_paid
3412,46019,2018 major,2018 major,1.0,M,GH-NP,Maize,native_rw,yes_phone,premium_paid
3413,29784,2018 major,2017 major,2.0,F,GH-NP,Maize,none,no_phone,premium_paid
3414,195900,2018 major,2018 major,5.0,undefined,GH-NP,Sorghum,native_rw,no_phone,premium_paid
3415,181342,2018 major,2018 major,1.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3416,64220,2018 major,2018 major,1.0,M,GH-NP,Maize,none,no_phone,premium_paid
3417,196550,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3418,55141,2018 major,2017 major,4.0,M,GH-NP,Maize,none,yes_phone,not_premium_paid
3419,191312,2018 major,2018 major,2.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3420,192795,2018 major,2018 major,20.0,undefined,GH-UW,Groundnut,native_rw,no_phone,not_premium_paid
3421,195136,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3422,180653,2018 major,2018 major,6.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3423,6548,2017 major,2017 major,7.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3424,588,2016 major,2016 major,18.0,undefined,GH-UW,Maize,native_rw,no_phone,premium_paid
3425,2141,2016 major,2016 major,20.0,undefined,GH-UE,Sorghum,native_rw,no_phone,not_premium_paid
3426,175693,2018 major,2018 major,15.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3427,184756,2018 major,2018 major,1.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3428,930,2016 major,2016 major,18.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3429,180801,2018 major,2018 major,3.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3430,96851,2018 major,2018 major,20.0,M,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3431,184580,2018 major,2018 major,5.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3432,23153,2018 major,2017 major,5.0,F,GH-NP,Groundnut,none,yes_phone,premium_paid
3433,1785,2016 major,2016 major,20.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
3434,183818,2018 major,2018 major,1.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3435,1225,2016 major,2016 major,1.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3436,177756,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3437,195516,2018 major,2018 major,30.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3438,202313,2018 major,2018 major,200.0,M,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3439,191196,2018 major,2018 major,2.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
3440,191320,2018 major,2018 major,1.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3441,183942,2018 major,2018 major,3.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3442,195999,2018 major,2018 major,5.0,undefined,GH-UE,Maize,native_rw,no_phone,premium_paid
3443,188685,2018 major,2018 major,20.0,undefined,GH-NP,Groundnut,native_rw,no_phone,premium_paid
3444,26211,2018 major,2018 major,2.0,F,GH-NP,Groundnut,none,no_phone,not_premium_paid
3445,192822,2019 minor,2018 minor,14.0,undefined,GH-BA,Maize,native_rw,yes_phone,premium_paid
3446,212,2016 major,2016 major,20.0,undefined,GH-NP,Rice,native_rw,no_phone,premium_paid
3447,194010,2018 major,2018 major,4.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3448,205524,2019 major,2019 major,25.0,undefined,GH-BA,Maize,native_rw,no_phone,premium_paid
3449,183064,2018 major,2018 major,2.0,undefined,GH-NP,Sorghum,native_rw,no_phone,premium_paid
3450,389,2016 major,2016 major,10.0,undefined,GH-NP,Rice,native_rw,no_phone,not_premium_paid
3451,184025,2018 major,2018 major,5.0,undefined,GH-UE,Maize,native_rw,no_phone,premium_paid
3452,200622,2018 minor,2018 minor,20.0,undefined,GH-BA,Maize,native_rw,yes_phone,premium_paid
3453,185858,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3454,135662,2016 major,2016 major,2.0,F,GH-UW,Maize,none,no_phone,not_premium_paid
3455,186187,2019 major,2018 major,3.0,undefined,GH-NP,Maize,native_rw,yes_phone,premium_paid
3456,196542,2019 major,2018 major,8.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3457,2688,2016 major,2016 major,20.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3458,5887,2017 major,2017 major,1.0,M,GH-NP,Maize,none,no_phone,premium_paid
3459,356,2019 major,2016 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3460,261,2016 major,2016 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3461,177354,2018 major,2018 major,5.0,undefined,GH-NP,Sorghum,native_rw,no_phone,not_premium_paid
3462,183923,2019 major,2018 major,8.0,undefined,GH-UE,Sorghum,native_rw,no_phone,premium_paid
3463,19253,2018 major,2018 major,1.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3464,43097,2018 major,2018 major,5.0,M,GH-UW,Maize,none,no_phone,not_premium_paid
3465,189036,2018 major,2018 major,,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3466,194907,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3467,194508,2019 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3468,174194,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3469,193161,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3470,174961,2018 major,2018 major,20.0,undefined,GH-NP,Rice,native_rw,no_phone,premium_paid
3471,105158,2018 major,2018 major,2.0,M,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
3472,189047,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
3473,178886,2018 major,2018 major,2.0,F,GH-NP,Maize,none,no_phone,premium_paid
3474,5475,2017 major,2017 major,10.0,M,GH-UE,Maize,none,yes_phone,not_premium_paid
3475,6506,2017 major,2017 major,1.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
3476,200048,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3477,181647,2018 major,2018 major,10.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
3478,185838,2018 major,2018 major,1.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3479,102,2016 major,2016 major,5.0,undefined,GH-NP,Rice,native_rw,no_phone,not_premium_paid
3480,38,2018 major,2016 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3481,168,2019 major,2016 major,25.0,undefined,GH-NP,Rice,native_rw,no_phone,premium_paid
3482,46250,2018 major,2018 major,20.0,M,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3483,3074,2017 major,2016 major,10.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3484,203838,2018 minor,2018 minor,20.0,M,GH-AH,Maize,native_rw,no_phone,premium_paid
3485,141418,2018 major,2018 major,1.0,F,GH-NP,Groundnut,none,no_phone,not_premium_paid
3486,119838,2017 major,2017 major,2.0,F,GH-NP,Groundnut,none,no_phone,not_premium_paid
3487,203182,2019 minor,2018 minor,30.0,undefined,GH-BA,Maize,native_rw,yes_phone,premium_paid
3488,174193,2018 major,2018 major,4.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3489,193083,2018 major,2018 major,1.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3490,186320,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3491,176445,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3492,198305,2018 major,2018 major,5.0,undefined,GH-UE,Rice,native_rw,no_phone,not_premium_paid
3493,152169,2018 major,2018 major,10.0,M,GH-UW,Maize,none,no_phone,premium_paid
3494,194603,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3495,189162,2018 major,2018 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,premium_paid
3496,125,2017 major,2016 major,31.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3497,186387,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3498,23715,2018 major,2018 major,1.0,F,GH-NP,Groundnut,none,no_phone,premium_paid
3499,9154,2017 major,2017 major,2.0,F,GH-NP,Groundnut,none,no_phone,not_premium_paid
3500,195089,2018 major,2018 major,10.0,undefined,GH-NP,Rice,native_rw,no_phone,not_premium_paid
3501,186673,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3502,139008,2018 major,2018 major,13.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3503,67040,2018 major,2018 major,5.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
3504,180779,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
3505,158044,2018 major,2018 major,2.0,F,GH-NP,Maize,none,no_phone,premium_paid
3506,180186,2018 major,2018 major,20.0,undefined,GH-UW,Sorghum,native_rw,no_phone,premium_paid
3507,203614,2018 minor,2018 minor,20.0,undefined,GH-AH,Maize,native_rw,yes_phone,premium_paid
3508,181541,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3509,182024,2018 major,2018 major,20.0,undefined,GH-NP,Groundnut,native_rw,no_phone,premium_paid
3510,206282,2019 major,2019 major,10.0,M,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3511,1456,2016 major,2016 major,40.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
3512,122504,2018 major,2018 major,4.0,M,GH-NP,Groundnut,native_rw,yes_phone,premium_paid
3513,27814,2017 major,2017 major,10.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
3514,196692,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
3515,158325,2018 major,2018 major,20.0,F,GH-NP,Maize,none,yes_phone,premium_paid
3516,23157,2017 major,2017 major,2.0,M,GH-NP,Maize,none,no_phone,premium_paid
3517,46019,2018 major,2018 major,1.0,M,GH-NP,Maize,native_rw,yes_phone,premium_paid
